,Adult_1_L28_C01_IL4898,Adult_1_L28_C02_IL4898,Adult_1_L28_C08_IL4898,Adult_1_L28_C10_IL4898,Adult_1_L28_C14_IL4898,Adult_1_L28_C15_IL4898,Adult_1_L28_C16_IL4898,Adult_1_L28_C17_IL4898,Adult_1_L28_C18_IL4898,Adult_1_L28_C19_IL4898,Adult_1_L28_C26_IL4898,Adult_1_L28_C31_IL4898,Adult_1_L28_C38_IL4898,Adult_1_L28_C39_IL4898,Adult_1_L28_C40_IL4898,Adult_1_L28_C45_IL4898,Adult_1_L28_C53_IL4898,Adult_1_L28_C56_IL4898,Adult_1_L28_C57_IL4898,Adult_1_L28_C58_IL4898,Adult_1_L28_C59_IL4898,Adult_1_L28_C60_IL4898,Adult_1_L28_C61_IL4898,Adult_1_L28_C62_IL4898,Adult_1_L28_C63_IL4898,Adult_1_L28_C64_IL4898,Adult_1_L28_C66_IL4898,Adult_1_L28_C68_IL4898,Adult_1_L28_C69_IL4898,Adult_1_L28_C72_IL4898,Adult_1_L28_C73_IL4898,Adult_1_L28_C74_IL4898,Adult_1_L28_C80_IL4898,Adult_1_L28_C81_IL4898,Adult_1_L28_C82_IL4898,Adult_1_L28_C87_IL4898,Adult_1_L28_C88_IL4898,Adult_1_L28_C95_IL4898,Adult_1D_L28_C33_IL4898,Adult_1p_L28_C21_IL4898,Adult_1p_L28_C51_IL4898,Adult_1pp_L28_C25_IL4898,Adult_1pp_L28_C34_IL4898,Adult_1pp_L28_C65_IL4898,Adult_1pp_L28_C67_IL4898,Adult_1pp_L28_C75_IL4898,Adult_1pp_L28_C79_IL4898
1300001I01Rik,0,3.272572683,0,4.878641975,0,0,0,0,4.345446054,0,0,0,2.934376849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.115918836,0
1300002E11Rik,0,7.023266443,0,0,1.064227559,0,0,2.225170025,0,0,0,0,0,0,0,2.93364817,0,3.834559537,6.31025104,0,0,0,0,0,6.752748591,3.615263262,0,0,0,0,4.385665715,0,7.81852466,2.792663813,3.368181655,0,0,0,0,2.169925001,0,0,0,0,0,5.905497723,0
1300010F03Rik,0,5.353277412,0,0,0,0,0,4.10272531,0,0,0,0,0,0,0,0,0,0,0.099874186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.208415812,0,0,0,5.047582011,0,0,0,0,0,0,0
1300014I06Rik,0,0,0,0,0,0,0,7.612241904,0,0,0,0,5.649440141,0,0,0,0,0.74868449,0,0,0,0,0,0,5.922366756,0,0,0,1.300533772,0,0,4.242846364,0,0,0,0,0,0,0,2.658163487,0,0,0,0,0,0,1.44615034
1300018I17Rik,0,0,0,0,0,0,0,0,0,0,1.759091902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.444534558,0,0,0,0,0,0,0,0,0.364942163,0,0,0,0,0,0,0,2.93082437,0
1300018J18Rik,0,0,0,0,0,0,0,0,2.909129843,0,0,0,0,0,0,0,5.680498775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421204445,0,0,0,0,0,0,0
1500001M20Rik,0,0,0,7.550007936,0,0,7.241239571,0,0,0,0,0,0,0,5.192920065,0,0,0,0,5.855830275,0,0,0,0,0,0,0,0,0,0,6.61591208,0,0,0,0,0,0,0,5.366140336,0,6.572394036,0,0,0,0,0,0
1500002O20Rik,0,0,5.28485093,0,0,0,0,0,0,0,0,0,5.482770855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.014983657,0,0,0,0,0,0,0,0,0,0,1.372913106,0,0,0,0,1.315937145,0,0
1500003O03Rik,6.600031822,3.871626834,5.450624022,4.781317744,5.514428445,1.005399988,6.820434284,1.073984712,0,0,3.303703315,3.856647129,0,2.417296253,0,0,0,3.658839847,3.005739511,0,2.349713453,5.165928013,0,1.279055216,2.617472461,0,5.108921666,0,1.427579357,0,0,7.218994225,0,0,0,0,2.301657878,2.843210047,0.770854412,0,3.479993622,2.729021926,2.387762315,3.657880053,0,0,0
1500004A13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349897414,0,0,0,0,0,0,0,0,0,0
1500009L16Rik,0,1.366173915,0,0,0,0,6.039134006,0,8.491043357,0,0,0,0,0,0,4.41523811,0,0,0,0,0,0,0,5.82822536,0,6.265136803,5.835188901,0,0,0,3.050057589,0,0,0,0,0,0,7.319030781,0,0,0,0,0,0,0,0,0
1500010J02Rik,0,0,0,0.159357928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500011B03Rik,0,0,0,0,0,0,0,0,0,0,0,0,1.414270864,0,2.114390348,0,0,0,0,0,0,0,0,0,0,0,0,0,8.563905526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500011H22Rik,0,0,0,0,4.497982731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.327773578,0,0,0,0,0.997270726,0.562513534,0,0,0,0,0,0,0,0,0,0,3.575094458,0,0,0,0,0,0,0,4.720787369,0,0
1500011K16Rik,0,3.805818665,0,1.09643054,4.305496352,0,0,0,0,0,2.604080815,1.432713594,0.012168167,1.215989154,0,3.630195762,2.660433521,1.993304811,4.032947164,6.607845153,4.503342374,6.44126601,4.942101577,0,2.594777834,1.931607422,0,0,6.254369171,0,0,0,0,0,0,0,2.43524987,5.056925954,4.987025201,4.872030871,0,4.108281896,5.595500677,0,0,0.009676812,0
1500012F01Rik,0,3.472058798,0,0,0,0,5.984377442,0,6.591668946,0,6.535757491,2.628405002,6.561862235,0,0,0,0,0,0,0,3.376734905,0,0,1.055792604,0.981684633,5.07633248,0,3.570159302,2.50217782,0,3.667721852,0,0,0,1.865035908,0,0,5.533320387,6.102269693,6.30505487,6.389892001,0,0,0,0,0,7.469356913
1500015A07Rik,0,0,0,0,0,0,1.281810991,4.75882016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500015O10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.082180983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500017E21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500031L02Rik,0,0,0,0,0,0,2.017747349,0,0,0,0,0,0,0,7.998212431,0,0,0,0,4.237701373,4.760231594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500032L24Rik,7.565932222,7.06446255,8.23005407,6.382439004,0.483147631,6.089707879,7.105814246,7.519526179,5.238607276,5.189682259,1.498541931,7.494711608,8.99250787,7.774991262,7.073434664,4.960442206,0,7.387276368,7.539515563,7.603529915,5.382082725,2.916717392,6.623452823,3.385900354,0,8.256387982,8.231902759,0,2.691554264,0,6.309076118,4.033819413,4.273493511,7.798925357,4.467670755,6.298947852,5.119086373,5.894230867,3.955880023,6.172885498,4.785566244,8.320073942,5.759957404,6.822386001,0,0,0
1520402A15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600002H07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.661658403,0,0,0,0,0,0,0,0,0,0
1600002K03Rik,0,0,0,0,0,7.227259738,0,2.895263839,0,0,0,0,0,0,0,0,0,0,1.250233981,0,0,0,0,0,8.15984107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600012F09Rik,0,0,0,0,0,0,2.814757533,3.530595172,0,0,0,5.561607193,0,2.258163107,0,0,0,5.078699488,0,0,0,0,0,0,0,0,0,3.160394244,1.4359379,0,0,0,0,0,5.112833555,0,4.854988032,0,0,0,6.184208872,0,0,0,0,0,0
1600012H06Rik,0.226274227,0,0,0,0,4.547227707,0,0,0,4.409526713,0,0,0.373197168,0,3.555202634,2.917399292,7.823265324,3.42050935,3.240092946,6.442391186,0,0.50298229,3.565475321,5.583170041,0,0,3.088295969,5.473575881,1.787745878,0,0,5.773147121,1.366162722,0,3.127832998,0,0,0,0,0,0,0,0,0,3.422946097,6.399495835,0
1600014C10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559335176,0,0,0,0,0,0,0,4.364481386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600020E01Rik,0,0,0,0,0,2.159144762,2.884924127,0,0,8.288533905,0,2.572125686,0,0,0,2.766925852,0,0,0,0,0,0,0,0,0,0,0,2.95137891,0,0,5.654074593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.816062051,0
1600021P15Rik,0,0,0,0,0,0,0,0,0,4.048602394,0,0,0,0,0,0,0,0,0,5.402312882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.726340792,0,0
1600027N09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600029D21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602770413,0,0.891963497,0,0,0,0,0,0,4.929341269,0,0,0,0,0,0,1.568698559,0,0,0,0,0,1.737937643,0,0,0,0,0,0,0,0
1600029I14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.667631032,0,0
1700001C02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137293662,0,0,0,0,0,0,0,0,0,0,0,7.988338171,0,0
1700001J11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700001K19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.122871469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700001L05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.223605964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700001L19Rik,0,0,1.536271775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.800796384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.658330322,0,0
1700001P01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003E16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.569852571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.630003502,0,0,0,0
1700003M02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700007G11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700007K13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133432007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.431384942,0,0
1700007L15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700008J07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.423631952,0,0,0,0,0.964561284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700009P17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.651977303,0,0
1700010I14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700011J10Rik,0,0,0,0,0,0,0,0,0,0,0,4.643504129,0,0,4.9926914,2.868520838,0,0,0.125373379,0,0,0,3.784681953,0,3.77128345,0,1.448404113,0,4.460998059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.728213047,0,0
1700012B09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.441116916,0,0
1700012B15Rik,0,0,0,0,0,0,0,0,0,4.830093032,0,0,0,0,0,0,0,0,0,0,0,0.934682558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.177176327,0
1700012D01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.021060361,0,5.792654964,0,0,0,0,0,0.237331204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.217509921,0,0
1700012D14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700013F07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700013G23Rik,0,0,0,0,0,0,0,5.524198483,0,0,0,0,0,0,0,0,0,0,0,0,0,7.028171295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700016K19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.774642124,0,0
1700017B05Rik,3.91095327,0,0,0,0,0,0,0,0,0,0,1.675820447,0,0,0,0,0,0,0,3.883650139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727354154,0,0,0,0,0,0,0
1700018A04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.107963997,0,0
1700018L02Rik,0,0,0,0,0,0,0,0,0,0,0,0,1.613380775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700019D03Rik,4.065934146,0,0,0,0,0,0,0,4.48479551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42248868,0,0,0,0,0,0,0,0,0,0,0,0
1700019E19Rik,7.683170083,0.196393016,0,3.885740294,0,4.471733734,0,0,0.105195311,6.961032888,0,5.982060368,4.188582912,0,7.994257254,0,0,1.7618767,5.122796941,0.205329949,0,2.561260141,0,0,0,0,5.672736478,5.704451486,2.661735921,6.02550725,7.384015259,1.830725868,0,0.995455574,7.470593804,0,0,0,0,0.916522504,0,0,0,0,5.22536363,0,0
1700019L03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700019N12Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.770511935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700020I14Rik,5.932805294,6.75496765,0,0,0,6.356444927,0,0,0,0,4.276399887,0,0,2.974375123,0,0,2.702712945,3.153333546,0,2.132981464,0.255150214,0,0,4.969067582,0,0,0,0,0,0,0,5.034519474,0,0,0,0,2.641522909,0,0,1.170232744,0,0,5.299358234,0,3.238028634,0,0
1700020O03Rik,0,0,0,2.649394727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.318095539,0,0,0,1.602836912,0,0,0,0,0,0,0,0,0,0
1700021C14Rik,0,0,0,6.951937423,0,0,0,0,0,2.205060893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.179501098,0,0,0
1700021F05Rik,6.530568643,3.901204806,0,5.2186107,6.152019098,0,0,0,0,0,0,6.527201734,1.812231225,0,0,0,5.084247142,0,0,0,0,0,0,0,0.585539463,4.942608336,0,0,0,5.413482383,0,0,0,0,5.55717724,0,5.368743908,0,6.093158714,1.949751554,1.646466836,0,7.491636676,0,0,0,0
1700021K19Rik,0,0,0,3.339821505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.962510156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.990334096,0,0,0,2.676872166
1700023A16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.130131896,0,0,0,0,3.8390425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700023L04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700024G13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700025G04Rik,0,0,2.672905029,0,0,0,0,0,0,0,0,3.478738885,0,0,0,0,0,0,0.447282957,5.183772326,0,0,0,0,0,0,0,0,1.046546937,0,0,0,2.687488505,0,1.722452909,0,0,0,0,0,0,0,0,0,0,0,0
1700025K23Rik,0,3.495324209,0,0,0,0,7.403489291,6.0156559,0,0,0,0,2.811962121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.657982919,0,0,2.472901025,0,0,2.147134086,0,0,6.482210995,0,0,3.55326219,0,0,0
1700026D08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700026L06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700027A23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.500467467,0,0
1700028E10Rik,0,0,0,0,0,6.023945037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700028P14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700029F09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.563536453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700029G01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.976858503,0,0,0,0,0,0,0,0,0,0,0,0,4.579077543,0,0,0,0,0,4.153562165,0,0,0,0,0,0,0,0,0,0,0,0
1700029I01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.086817727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.220998517,0,0,0,0,0,0,0
1700029J07Rik,0,0,4.743466497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.538739903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.140160225,0,0
1700029J11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700030K09Rik,0,0,0,0,0,0.941136367,0,0,0,0,6.16872426,5.108043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.958781441,6.228532047,0,1.566420642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.685312266,0
1700034H14Rik,4.672826978,0,0,0,0,6.248589862,0,0,0,0,0,6.225359774,0,0.732112872,0,0,1.761608673,0,3.663697564,3.60911667,0,2.98564615,0,0.533892215,0,0,0,0,0,0,0,0,0,0,0,0,0.725540496,0,0,0,6.913033,0,0,0,4.406142066,0,6.224806271
1700037H04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.228086,0,0,0,0,0,0,3.739610514,0
1700040I03Rik,4.22337621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.201814187
1700040L02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.403608584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700047I17Rik2,4.071410875,3.397118409,0,3.745818166,0,0,0,0,2.167120242,3.007832372,0,0.954754665,0,2.896411364,1.950845369,0,3.751078037,3.890106165,0.394283644,0,1.99411625,0,3.395611249,0,0,2.977311067,4.857030493,0,0,4.882970675,0,2.138961876,5.788591755,1.403911201,0,0,0,3.23857747,0,0.806381805,0,2.166220538,3.417217927,3.080974817,4.271769276,5.403141583,0
1700048O20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700049G17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.660902954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700052K11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700052N19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.802012222,0,2.83251132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.558126787,0,0,0,0,6.83194056,0,0,0,0,0
1700054N08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700056E22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700066M21Rik,0,0,0,0,0,0,0,1.256720843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.074190712,0,0,0,3.04124824,0,0,0,0,0,0,0,0,0,0
1700081L11Rik,1.332862577,0,1.435639261,1.245136618,0,0,2.400999627,0,0.847227264,1.268350548,2.08171457,3.294853032,2.946184366,0,1.075998052,0.923103531,0,0,0,0,0,0,0,0,0,0,0.498822725,5.102653933,0,0.597964931,1.812424292,0,4.921455374,1.10462517,0,0,0,0,0,4.046290235,0,0,0,0,0,0,2.283311386
1700084E18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.399389875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700084J12Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700085B03Rik,0,0.801663614,0,0,0,0,0,0,0,0,0,0,0,0,0,5.412767979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59488291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700086L19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700086O06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.119274826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700088E04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064731126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700093K21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.031520474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.342079647,0,0,0,0,0,0,0,0,0,0,0
1700094D03Rik,0,0,0.829638517,0,0,0,0,0,0,0,1.894608254,0,0,0,0,0,0,0,0,0,0,0,0,0,3.873311218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700096K18Rik,0,0,2.43735293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830831313,0,0,0,0,0.732972464,1.76457546,0,0,0,0,0,0,0
1700101E01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700102H20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700102P08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140948759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.785500334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700106N22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.414438657,0,0,0,0,0,0,0,0,0,0,0,6.603808803,0,0,0,0,4.313739245,0,0,0,0,0,0,4.9264834,0,0,0,0,0
1700108F19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
